"","type","doy","site","sedDepth","ch4_ppm","omit","ch4_sedvol","X","bulk_density","porosity","orgmatter","pch4_head","tKH_ch4","ch4_head","ch4_aq","vol_poresol","vol_porewater","ch4_tot_umol","ch4_porewater"
"49","Core",159,"Y0",15,0.40027,"",3,NA,0.211966666666666,0.8037,29.9889919798711,3.962673e-07,0.00142,0.0161886362573262,0.000562699566,69.4111,2.4111,0.000351576329672106,0.204837190038672
"50","Core",159,"Y0",20,0.42514,"",3,NA,0.254266666666667,0.889066666666666,25.2490823282643,4.208886e-07,0.00142,0.0171944857682056,0.000597661812,69.6672,2.6672,0.000373573904113078,0.196462482512659
"51","Core",159,"Y1",1,2.18959,"",3,NA,0.285533333333333,0.811133333333333,14.4875087555452,2.1676941e-06,0.00142,0.0885564145768577,0.003078125622,69.4334,2.4334,0.00192329050665973,1.11014404701579
"52","Core",159,"Y1",5,0.68351,"",3,NA,0.3268,0.8212,14.9020807833537,6.766749e-07,0.00142,0.0276440771685238,0.000960878358,69.4636,2.4636,0.000600410046119245,0.342254621031224
"53","Core",159,"Y1",10,0.32894,"",2.5,NA,0.3976,0.782733333333333,14.7971160295104,3.256506e-07,0.00142,0.0133037449983383,0.000462423852,69.4568333333333,1.95683333333333,0.000288944919344488,0.207371895984463
"54","Core",159,"Y1",15,0.49782,"",2,NA,0.2642,0.702466666666666,32.0464294726217,4.928418e-07,0.00142,0.020133976819702,0.000699835356,69.4049333333333,1.40493333333333,0.00043725485550153,0.437218920816668
"55","Core",159,"Y1",20,0.2618,"",2.5,NA,0.31872,0.67808,31.1495983935743,2.59182e-07,0.00142,0.0105883153175806,0.00036803844,69.1952,1.6952,0.0002298720310151,0.190729744827103
"56","Core",159,"Y2",1,3.68534,"",2,NA,0.6384,0.434266666666667,0.965956558061819,3.6484866e-06,0.00142,0.149050962461775,0.005180850972,68.8685333333333,0.868533333333334,0.00323419983765571,5.24773491942343
"57","Core",159,"Y2",5,5.08459,"",3,NA,1.22696,0.394240000000001,0.505313946664908,5.0337441e-06,0.00142,0.2056426362896,0.007147916622,68.18272,1.18272,0.00445725879097317,5.33296727555906
"58","Core",159,"Y2",10,46.8245,"",3,NA,1.3258,0.314999999999999,0.256448936491167,4.6356255e-05,0.00142,1.89378369208577,0.0658258821,67.945,0.944999999999998,0.0410316957589998,61.5321141971042
"59","Core",166,"CFL1",1,37.72335,"",1.5,NA,1.90466666666667,0.402000000000001,0.887049083382617,3.73461165e-05,0.00142,1.52569413535315,0.05303148543,69.103,0.603000000000002,0.0331178877361323,77.2919372963889
"60","Core",166,"CFL1",5,256.48192,"",2.5,NA,1.587,0.292,0.81844527244354,0.0002539171008,0.00142,10.3732293438445,0.360562283136,68.23,0.73,0.224854505792539,435.749446295432
"61","Core",166,"CFL2",1,36.31524,"",2,0.4255,1.543,0.4255,1.43388897879915,3.59520876e-05,0.00142,1.46874412510931,0.051051964392,68.851,0.850999999999999,0.0318688220146997,52.7804689613161
"62","Core",166,"CFL2",5,53.87354,"",2,0.409,2.267,0.409000000000001,0.484581497797362,5.33348046e-05,0.00142,2.17887711533343,0.075735422532,68.818,0.818000000000001,0.0472747941638358,81.4701295287303
"63","Core",166,"PB0",1,1165.32513,"",3,0.932,0.278666666666666,0.932,15.1221222391025,0.0011536718787,0.00142,47.1307483725769,1.638214067754,69.796,2.796,1.02419147516942,513.428609908143
"64","Core",166,"PB0",5,1691.61493,"",3,0.909333333,0.235333333333333,0.909333333333334,16.3254012174876,0.0016746987807,0.00142,68.4161660609896,2.378072268594,69.728,2.728,1.48658009899243,764.099937844752
"65","Core",166,"PB0",10,2341.6552,"",3,0.766,0.320666666666667,0.766,13.5375191424196,0.002318238648,0.00142,94.7065837381678,3.29189888016,69.298,2.298,2.05641570575748,1257.9178734496
"66","Core",166,"PB0",15,1715.21692,"",3,0.894666667,0.385,0.894666666666666,15.727380750297,0.0016980647508,0.00142,69.3707318067588,2.411251946136,69.684,2.684,1.507215277827,787.606506354861
"67","Core",166,"PB0",20,2585.80272,"",3,0.733333333,0.299333333333334,0.733333333333334,19.774937179067,0.0025599446928,0.00142,104.580957022222,3.635121463776,69.2,2.2,2.27046711646221,1451.55510402056
"68","Core",166,"PB1",1,1804.57975,"",3,0.642,0.782666666666667,0.642,3.19640510407392,0.0017865339525,0.00142,72.984948085259,2.53687821255,68.926,1.926,1.5838182651324,1158.49037260666
"69","Core",166,"PB1",5,2098.72049,"",3,0.617,0.761333333333333,0.617,4.68016686945941,0.0020777332851,0.00142,84.8812616943748,2.950381264842,68.851,1.851,1.84175430905629,1402.36824764514
"70","Core",166,"PB1",10,2027.59667,"",3,0.830545455,0.44,0.830545454545455,10.5155816609561,0.0020073207033,0.00142,82.0047092392531,2.850395398686,69.4916363636364,2.49163636363636,1.78116491734941,1003.73760920713
"71","Core",166,"PB1",15,1704.95649,"",3,0.754,0.621666666666667,0.754000000000001,7.44686489637994,0.0016879069251,0.00142,68.955755992649,2.396827833642,69.262,2.262,1.49718765259385,930.607662950914
"72","Core",166,"PB1",20,511.98736,"",2.5,0.740333333,0.579333333333333,0.740333333333334,9.98184088071728,0.0005068674864,0.00142,20.7069656466603,0.719751830688,69.3508333333333,1.85083333333333,0.449659665570851,341.408094868495
"73","Core",166,"PB2",1,383.12491,"",3,0.726666667,0.502666666666667,0.726666666666667,3.23776733099385,0.0003792936609,0.00142,15.4952152524817,0.538596998478,69.18,2.18,0.336392505434781,217.061025832629
"74","Core",166,"PB2",5,229.78555,"",2.5,0.3344,0.93,0.334399999999999,1.85232827373294,0.0002274876945,0.00142,9.29351359367337,0.32303252619,68.336,0.835999999999999,0.201484372059387,340.732794309706
"75","Core",166,"PB2",10,57.10448,"",1.5,0.309666667,1.54766666666667,0.309666666666666,0.528666681052168,5.65334352e-05,0.00142,2.30955019207974,0.080277477984,68.9645,0.464499999999999,0.0501217504123424,151.979418682859
"76","Core",173,"G1",1,14.3161,"",2,0.3412,1.1596,0.341199999999999,2.36019708507047,1.4172939e-05,0.00142,0.579004510764003,0.02012557338,68.6824,0.682399999999998,0.0125598514287946,25.9668318742129
"77","Core",173,"G1",5,451.28499,"",3,0.4076,1.4356,0.407600000000001,1.87956255419125,0.0004467721401,0.00142,18.2519013453446,0.634416438942,68.2228,1.2228,0.395631363958704,457.733185131154
"78","Core",173,"G1",10,322.96824,"",2.75,0.5405,1.963,0.5405,1.70833545496209,0.0003197385576,0.00142,13.0622214006266,0.454028751792,68.736375,1.486375,0.28337214352065,268.88226915843
"79","Core",173,"G2",1,39.07102,"",2,NA,0.9472,0.260799999999999,1.89849386153651,3.86803098e-05,0.00142,1.58019969266424,0.054926039916,68.5216,0.521599999999998,0.034269093191673,92.7806502308475
"80","Core",173,"G2",5,166.34574,"",2,NA,1.2892,0.3592,1.5011475714906,0.0001646822826,0.00142,6.72773547309505,0.233848841292,68.7184,0.7184,0.145947450851501,286.556465964608
"81","Core",173,"G2",10,382.36976,"",2.5,NA,1.20433333333333,0.324333333333333,2.11168075377581,0.0003785460624,0.00142,15.464673746324,0.537535408608,68.3108333333333,0.810833333333332,0.335262258462507,584.652924700026
"82","Core",173,"S0",1,380.04675,"",3,NA,0.208666666666666,0.865333333333333,18.5585013494205,0.0003762462825,0.00142,15.3707212544757,0.53426972115,69.596,2.596,0.333912066179669,180.494948939669
"83","Core",173,"S0",5,1730.26603,"",3,NA,0.283333333333333,0.830333333333334,13.9344262295082,0.0017129633697,0.00142,69.9793823870833,2.432407984974,69.491,2.491,1.51996995132601,856.768729330551
"84","Core",173,"S0",10,2364.7864,"",3,NA,0.305666666666667,0.804666666666667,14.9994569349408,0.002341138536,0.00142,95.6421087162962,3.32441672112,69.414,2.414,2.07711490218335,1208.70499369558
"85","Core",173,"S0",15,2617.80442,"",3,NA,0.420333333333333,0.85,12.8448344004427,0.0025916263758,0.00142,105.875243081422,3.680109453636,69.55,2.55,2.2998542850561,1265.9414378477
"86","Core",173,"S0",20,1785.07522,"",3,NA,0.383333333333333,0.763,13.2640692640693,0.0017672244678,0.00142,72.1961012030542,2.509458744276,69.289,2.289,1.5676107361077,962.734916144682
"87","Core",173,"Y0",1,142.35265,"",2.5,NA,0.197,0.974,32.3160393353679,0.0001409291235,0.00142,5.75735196521464,0.20011935537,69.935,2.435,0.125139999314694,71.9758343100496
"88","Core",173,"Y0",5,1143.71046,"",3,NA,0.226666666666667,0.949333333333334,32.0877817319099,0.0011322733554,0.00142,46.2565583746951,1.607828164668,69.848,2.848,1.00527818584627,494.598176243635
"89","Core",173,"Y0",10,1731.39264,"",3,NA,0.244,0.931666666666666,31.1428179448484,0.0017140787136,0.00142,70.0249473294819,2.433991773312,69.795,2.795,1.52169956694171,763.107425774453
"90","Core",173,"Y0",15,2478.52687,"",3,NA,0.301,0.885666666666666,26.9239348650457,0.0024537416013,0.00142,100.242261354684,3.484313073846,69.657,2.657,2.17786576140164,1149.80406796461
"91","Core",173,"Y0",20,2353.73326,"",3,NA,0.282333333333334,0.898333333333333,33.3690348684993,0.0023301959274,0.00142,95.1950723084682,3.308878216908,69.695,2.695,2.06833614915861,1076.34446125528
"92","Core",173,"Y1",1,48.12266,"",3,NA,0.2508,0.6252,16.4124563075945,4.76414334e-05,0.00142,1.94628685256197,0.067650835428,68.8756,1.8756,0.0422322122232842,31.7304989036406
"93","Core",173,"Y1",5,134.29928,"",3,NA,0.370333333333334,0.795333333333333,13.4591194968554,0.0001329562872,0.00142,5.43163912744098,0.188797927824,69.386,2.386,0.117956757012336,69.4576977968237
"94","Core",173,"Y1",10,1013.35909,"",3,NA,0.398333333333333,0.663333333333333,14.0068407441395,0.0010032254991,0.00142,40.9845896671374,1.424580208722,68.99,1.99,0.889481977768038,629.452238188462
"95","Core",173,"Y1",15,794.84689,"",1.5,NA,0.556999999999999,0.947500000000001,22.9628305932809,0.0007868984211,0.00142,32.1470187185574,1.117395757962,69.92125,1.42125,0.698722167353308,688.585346463194
"96","Core",173,"Y1",20,606.59729,"",2.5,NA,0.327,0.532,24.0543014032947,0.0006005313171,0.00142,24.5333971631394,0.852754470282,68.83,1.33,0.532307944046658,564.160079526044
"97","Core",173,"Y2",1,313.43305,"",3,NA,0.9236,0.4816,1.92582334357555,0.0003102987195,0.00142,12.6765774039382,0.44062418169,68.4448,1.4448,0.274877498435899,268.7972048737
"98","Core",173,"Y2",5,372.62397,"",3,NA,1.296,0.4075,1.57304237190114,0.0003688977303,0.00142,15.0705121820042,0.523834777026,68.2225,1.2225,0.326670866175221,378.041471110052
"99","Core",173,"Y2",10,156.86982,"",1.5,NA,1.53,0.408666666666666,1.10955792416564,0.0001553011218,0.00142,6.34448860951916,0.220527592956,69.113,0.613,0.137720543863231,316.156078590127
"100","Core",173,"Y2",15,575.22046,"",3,NA,0.994666666666667,0.317,1.33940530404501,0.0005694682554,0.00142,23.2643835278983,0.808644922668,67.951,0.951000000000001,0.504063003244819,751.108176116972
"101","Core",173,"Y2",20,689.54627,"",3,NA,0.3928,0.5276,4.16666666666666,0.0006826508073,0.00142,27.8882098274316,0.969364146366,68.5828,1.5828,0.604858620998701,539.461560282043
"102","Core",183,"CFL1",1,4.59749,"",2.5,NA,1.572,0.325200000000001,1.21098973181623,4.5515151e-06,0.00142,0.185942222266706,0.006463151442,68.313,0.813000000000002,0.00403109868095147,7.01087519963767
"103","Core",183,"CFL1",5,30.40321,"",3,NA,1.33533333333333,0.296333333333333,2.27437273748597,3.00991779e-05,0.00142,1.22963626488396,0.042740832618,67.889,0.888999999999999,0.0266395410309226,42.4804022464751
"104","Core",183,"CFL2",1,18.64752,"",2,NA,1.521,0.333499999999999,1.11619455530678,1.84610448e-05,0.00142,0.754185720591639,0.026214683616,68.667,0.666999999999998,0.0163595044193726,34.6065103135365
"105","Core",183,"PB0",1,653.4867,"",2.5,NA,0.125333333333334,0.985999999999999,21.913457721318,0.000646951833,0.00142,26.4298060941376,0.91867160286,69.965,2.465,0.574497548519651,326.35194317302
"106","Core",183,"PB0",5,1108.63315,"",1.5,NA,0.292,0.944,15.3535980148883,0.0010975468185,0.00142,44.8378814504303,1.55851648227,69.916,1.416,0.974552537737596,964.003922471981
"107","Core",183,"PB0",10,1259.83935,"",1.5,NA,0.338000000000001,0.814,14.2605633802817,0.0012472409565,0.00142,50.9533089659886,1.77108215823,69.721,1.221,1.10712615530913,1271.46731298413
"108","Core",183,"PB0",15,1094.52289,"",2,NA,0.3192,0.512,10.604347279809,0.0010835776611,0.00142,44.2672019924737,1.538680278762,69.024,1.024,0.960776301835502,1321.03311838282
"109","Core",183,"PB0",20,903.42979,"",2.5,NA,0.644,0.511,6.42477467067253,0.0008943954921,0.00142,36.5385770963165,1.270041598782,68.7775,1.2775,0.792720996010918,874.956174403755
"110","Core",183,"PB1",1,535.246,"",3,NA,0.778,0.640666666666667,6.2567781763577,0.00052989354,0.00142,21.6476448452015,0.7524488268,68.922,1.922,0.46976419840874,344.334231916575
"111","Core",183,"PB1",5,1278.94398,"",2,NA,0.623,0.685,8.86075949367089,0.0012661545402,0.00142,51.7259821763236,1.797939447084,69.37,1.37,1.12328391402901,1152.066477266
"112","Core",183,"PB1",10,1491.46002,"",2,NA,0.628666666666666,0.721333333333334,10.7697147651007,0.0014765454198,0.00142,60.3210426864977,2.096694496116,69.4426666666667,1.44266666666667,1.31008702080325,1275.43593907299
"113","Core",183,"PB1",15,966.02271,"",2,NA,0.449999999999999,0.553333333333333,10.3630751139203,0.0009563624829,0.00142,39.070103351504,1.358034725718,69.1066666666667,1.10666666666667,0.848090625627672,1078.4621901577
"114","Core",183,"PB1",20,1261.27427,"",2,NA,0.625,0.789999999999999,9.99293508124656,0.0012486615273,0.00142,51.0113432876674,1.773099368766,69.58,1.58,1.10813713245677,984.270169121147
"115","Core",183,"PB2",1,382.3253,"",1.5,NA,0.971333333333334,0.528,3.18746264692211,0.000378502047,0.00142,15.4628755931574,0.53747290674,69.292,0.792,0.335750626382176,595.934195974436
"116","Core",183,"PB2",5,494.97587,"",1.5,NA,1.0292,0.3504,2.48454316464393,0.0004900261113,0.00142,20.0189479990596,0.695837078046,69.0256,0.5256,0.434492790234643,1163.89684444505
"117","Core",183,"PB2",10,295.00633,"",1.5,NA,1.654,0.4255,1.17880555722618,0.0002920562667,0.00142,11.9313217827435,0.414719898714,69.13825,0.638249999999999,0.259005045717853,570.97369208771
"118","Core",187,"G1",1,130.94514,"",2,NA,1.5385,0.486499999999999,0.0326637269312248,0.0001296356886,0.00142,5.29598331407463,0.184082677812,68.973,0.972999999999999,0.11493474726198,166.364596917301
"119","Core",187,"G1",5,529.77367,"",2.5,NA,0.88,0.2988,2.90197167453483,0.0005244759333,0.00142,21.4263203396177,0.744755825286,68.247,0.747,0.464458641094927,879.507802700719
"120","Core",187,"G1",10,482.14517,"",1.5,NA,1.294,0.398499999999999,2.59655079285464,0.0004773237183,0.00142,19.5000194377713,0.677799679986,69.09775,0.597749999999999,0.423278827993458,996.573367571657
"121","Core",187,"S0",1,433.79366,"",1.5,NA,0.279333333333332,0.740000000000001,15.2086771987739,0.0004294557234,0.00142,17.5444769092718,0.609827127228,69.61,1.11,0.381143061967217,481.800722092465
"122","Core",187,"S0",5,1065.56388,"",2,NA,0.257333333333333,0.635333333333334,16.4446721311475,0.0010549082412,0.00142,43.0959753722866,1.497969702504,69.2706666666667,1.27066666666667,0.935725473334573,1035.32748619005
"123","Core",187,"S0",10,1010.38943,"",2,NA,0.2325,0.484,14.8785207482262,0.0010002855357,0.00142,40.8644838746774,1.420405460694,68.968,0.968,0.886844092092813,1290.34898789227
"124","Core",187,"S0",15,1453.18428,"",2,NA,0.291999999999999,0.724,14.5558086560364,0.0014386524372,0.00142,58.7730075293788,2.042886460824,69.448,1.448,1.2764768003024,1238.09901125275
"125","Core",187,"S0",20,949.57506,"",2,NA,0.374666666666666,0.601333333333334,12.5597028126658,0.0009400793094,0.00142,38.4048898127981,1.334912619348,69.2026666666667,1.20266666666667,0.833779056894868,975.079210165994
"126","Core",187,"Y0",1,165.55205,"",1.5,NA,0.140666666666667,0.642666666666667,30.2303714151387,0.0001638965295,0.00142,6.69563524397201,0.23273307189,69.464,0.964,0.145424613547407,211.85144909985
"127","Core",187,"Y0",5,592.23283,"",1,NA,0.152666666666666,0.707333333333333,33.677863910422,0.0005863105017,0.00142,23.9524367664749,0.832560912414,69.7073333333333,0.707333333333333,0.520433118123164,1031.80779515089
"128","Core",187,"Y0",10,427.53689,"",1.5,NA,0.158,0.661999999999999,34.3068696009872,0.0004232615211,0.00142,17.2914262842543,0.601031359962,69.493,0.992999999999999,0.375575370783686,531.06189087398
"129","Core",187,"Y0",15,836.25708,"",1.5,NA,0.218,0.680000000000001,31.7051108095884,0.0008278945092,0.00142,33.8218244828084,1.175610203064,69.52,1.02,0.734652706911898,1011.13941256682
"130","Core",187,"Y0",20,1012.38571,"",1.5,NA,0.186666666666667,0.528666666666666,27.0203794799719,0.0010022618529,0.00142,40.94522200341,1.423211831118,69.293,0.792999999999999,0.889058820859499,1576.01890156363
"131","Core",187,"Y1",1,375.44022,"",1.5,NA,0.299333333333333,0.862000000000001,18.5651214128035,0.0003716858178,0.00142,15.1844134158206,0.527793861276,69.793,1.293,0.329968708050928,357.699065018557
"132","Core",187,"Y1",5,485.77052,"",1.5,NA,0.536,1.244,16.2666174298375,0.0004809128148,0.00142,19.6466441472311,0.682896197016,70.366,1.866,0.42732763280353,319.944567500656
